id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
652611;1467944;01/01/2025;quarta-feira;16:45:00;PR;116;66;CAMPINA GRANDE DO SUL;Sim;Velocidade Incompatível;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;1173153;Automóvel;FORD/FIESTA SEDAN1.6FLEX;2005;Passageiro;Lesões Leves;10;Feminino;0;1;0;0;-25,31033956;-49,01212903;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652784;1468390;02/01/2025;quinta-feira;13:55:00;PR;277;144;CAMPO LARGO;Sim;Manobra de mudança de faixa;3;Queda de ocupante de veículo;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1173479;Automóvel;RENAULT/SANDERO EXPR 10;2014;Passageiro;Ileso;7;Masculino;1;0;0;0;-25,47358827;-49,70068508;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
652784;1468390;02/01/2025;quinta-feira;13:55:00;PR;277;144;CAMPO LARGO;Sim;Manobra de mudança de faixa;2;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1173479;Automóvel;RENAULT/SANDERO EXPR 10;2014;Passageiro;Ileso;7;Masculino;1;0;0;0;-25,47358827;-49,70068508;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
652784;1468390;02/01/2025;quinta-feira;13:55:00;PR;277;144;CAMPO LARGO;Sim;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1173479;Automóvel;RENAULT/SANDERO EXPR 10;2014;Passageiro;Ileso;7;Masculino;1;0;0;0;-25,47358827;-49,70068508;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
652786;1468530;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Não;Falta de elemento de contenção que evite a saída do leito carroçável;2;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;7;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468529;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Não;Falta de elemento de contenção que evite a saída do leito carroçável;2;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;11;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468530;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Não;Falta de elemento de contenção que evite a saída do leito carroçável;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;7;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468529;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Não;Falta de elemento de contenção que evite a saída do leito carroçável;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;11;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468530;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Não;Curva acentuada;2;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;7;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468529;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Não;Curva acentuada;2;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;11;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468530;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Não;Curva acentuada;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;7;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468529;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Não;Curva acentuada;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;11;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468530;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Sim;Chuva;2;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;7;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468529;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Sim;Chuva;2;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;11;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468530;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Sim;Chuva;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;7;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652786;1468529;02/01/2025;quinta-feira;16:08:00;PR;116;46,5;CAMPINA GRANDE DO SUL;Sim;Chuva;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1173555;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;2005;Passageiro;Lesões Leves;11;Feminino;0;1;0;0;-25,20185401;-48,8962139;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
652842;1468672;02/01/2025;quinta-feira;17:15:00;PR;369;413,2;JURANDA;Sim;Demais falhas mecânicas ou elétricas;4;Incêndio;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;1173673;Micro-ônibus;CITROEN/JUMP GREENCAR ES;2013;Passageiro;Lesões Graves;13;Feminino;0;0;1;0;-24,45282227;-52,84863369;SPRF-PR;DEL04-PR;UOP03-DEL04-PR
652842;1468672;02/01/2025;quinta-feira;17:15:00;PR;369;413,2;JURANDA;Sim;Demais falhas mecânicas ou elétricas;3;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;1173673;Micro-ônibus;CITROEN/JUMP GREENCAR ES;2013;Passageiro;Lesões Graves;13;Feminino;0;0;1;0;-24,45282227;-52,84863369;SPRF-PR;DEL04-PR;UOP03-DEL04-PR
652842;1468672;02/01/2025;quinta-feira;17:15:00;PR;369;413,2;JURANDA;Sim;Demais falhas mecânicas ou elétricas;2;Colisão traseira;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;1173673;Micro-ônibus;CITROEN/JUMP GREENCAR ES;2013;Passageiro;Lesões Graves;13;Feminino;0;0;1;0;-24,45282227;-52,84863369;SPRF-PR;DEL04-PR;UOP03-DEL04-PR
652842;1468672;02/01/2025;quinta-feira;17:15:00;PR;369;413,2;JURANDA;Sim;Demais falhas mecânicas ou elétricas;1;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;1173673;Micro-ônibus;CITROEN/JUMP GREENCAR ES;2013;Passageiro;Lesões Graves;13;Feminino;0;0;1;0;-24,45282227;-52,84863369;SPRF-PR;DEL04-PR;UOP03-DEL04-PR
653014;1469091;03/01/2025;sexta-feira;15:40:00;PR;376;125,2;ALTO PARANA;Sim;Reação tardia ou ineficiente do condutor;2;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1173915;Automóvel;HYUNDAI/HB20S 1.6A STYL;2019;Passageiro;Lesões Leves;6;Masculino;0;1;0;0;-23,14972357;-52,27427368;SPRF-PR;DEL09-PR;UOP02-DEL09-PR
653014;1469089;03/01/2025;sexta-feira;15:40:00;PR;376;125,2;ALTO PARANA;Sim;Reação tardia ou ineficiente do condutor;2;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1173915;Automóvel;HYUNDAI/HB20S 1.6A STYL;2019;Passageiro;Lesões Leves;9;Feminino;0;1;0;0;-23,14972357;-52,27427368;SPRF-PR;DEL09-PR;UOP02-DEL09-PR
653014;1469091;03/01/2025;sexta-feira;15:40:00;PR;376;125,2;ALTO PARANA;Sim;Reação tardia ou ineficiente do condutor;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1173915;Automóvel;HYUNDAI/HB20S 1.6A STYL;2019;Passageiro;Lesões Leves;6;Masculino;0;1;0;0;-23,14972357;-52,27427368;SPRF-PR;DEL09-PR;UOP02-DEL09-PR
653014;1469089;03/01/2025;sexta-feira;15:40:00;PR;376;125,2;ALTO PARANA;Sim;Reação tardia ou ineficiente do condutor;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1173915;Automóvel;HYUNDAI/HB20S 1.6A STYL;2019;Passageiro;Lesões Leves;9;Feminino;0;1;0;0;-23,14972357;-52,27427368;SPRF-PR;DEL09-PR;UOP02-DEL09-PR
653036;1469198;03/01/2025;sexta-feira;21:18:00;PR;277;11;PARANAGUA;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Reta;Sim;1173961;Automóvel;FIAT/SIENA FIRE FLEX;2007;Passageiro;Lesões Leves;13;Feminino;0;1;0;0;-25,568198;-48,615292;SPRF-PR;DEL01-PR;UOP05-DEL01-PR
653054;1469870;04/01/2025;sábado;00:45:00;PR;277;345;GUARAPUAVA;Não;Reação tardia ou ineficiente do condutor;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;1173999;Automóvel;I/RENAULT CLIO CAM1016VH;2011;Passageiro;Lesões Leves;10;Feminino;0;1;0;0;-25,33928412;-51,42880296;SPRF-PR;DEL08-PR;UOP01-DEL08-PR
653054;1469870;04/01/2025;sábado;00:45:00;PR;277;345;GUARAPUAVA;Não;Desrespeitar a preferência no cruzamento;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;1173999;Automóvel;I/RENAULT CLIO CAM1016VH;2011;Passageiro;Lesões Leves;10;Feminino;0;1;0;0;-25,33928412;-51,42880296;SPRF-PR;DEL08-PR;UOP01-DEL08-PR
653054;1469870;04/01/2025;sábado;00:45:00;PR;277;345;GUARAPUAVA;Não;Ingestão de álcool pelo condutor;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;1173999;Automóvel;I/RENAULT CLIO CAM1016VH;2011;Passageiro;Lesões Leves;10;Feminino;0;1;0;0;-25,33928412;-51,42880296;SPRF-PR;DEL08-PR;UOP01-DEL08-PR
653054;1469870;04/01/2025;sábado;00:45:00;PR;277;345;GUARAPUAVA;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;1173999;Automóvel;I/RENAULT CLIO CAM1016VH;2011;Passageiro;Lesões Leves;10;Feminino;0;1;0;0;-25,33928412;-51,42880296;SPRF-PR;DEL08-PR;UOP01-DEL08-PR
653113;1469398;04/01/2025;sábado;11:00:00;PR;153;31,2;SANTO ANTONIO DA PLATINA;Sim;Reação tardia ou ineficiente do condutor;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;1174109;Automóvel;FIAT/UNO MILLE ECONOMY;2011;Passageiro;Lesões Leves;11;Masculino;0;1;0;0;-23,22262134;-50,02015382;SPRF-PR;DEL07-PR;UOP04-DEL07-PR
653171;1469597;04/01/2025;sábado;15:20:00;PR;280;307,3;BARRACAO;Não;Frear bruscamente;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;1174244;Utilitário;JEEP/RENEGADE SPORT AT D;2015;Passageiro;Ileso;2;Masculino;1;0;0;0;-26,2912219;-53,45385075;SPRF-PR;DEL02-PR;UOP01-DEL02-PR
653171;1469597;04/01/2025;sábado;15:20:00;PR;280;307,3;BARRACAO;Não;Reação tardia ou ineficiente do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;1174244;Utilitário;JEEP/RENEGADE SPORT AT D;2015;Passageiro;Ileso;2;Masculino;1;0;0;0;-26,2912219;-53,45385075;SPRF-PR;DEL02-PR;UOP01-DEL02-PR
653171;1469597;04/01/2025;sábado;15:20:00;PR;280;307,3;BARRACAO;Não;Velocidade Incompatível;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;1174244;Utilitário;JEEP/RENEGADE SPORT AT D;2015;Passageiro;Ileso;2;Masculino;1;0;0;0;-26,2912219;-53,45385075;SPRF-PR;DEL02-PR;UOP01-DEL02-PR
653171;1469597;04/01/2025;sábado;15:20:00;PR;280;307,3;BARRACAO;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;1174244;Utilitário;JEEP/RENEGADE SPORT AT D;2015;Passageiro;Ileso;2;Masculino;1;0;0;0;-26,2912219;-53,45385075;SPRF-PR;DEL02-PR;UOP01-DEL02-PR
653335;1470024;05/01/2025;domingo;13:00:00;PR;376;512;PONTA GROSSA;Sim;Ausência de reação do condutor;2;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1174499;Camioneta;FORD/ECOSPORT FSL1.6FLEX;2010;Passageiro;Lesões Leves;15;Feminino;0;1;0;0;-25,25986852;-49,98092888;SPRF-PR;DEL03-PR;UOP04-DEL03-PR
653335;1470020;05/01/2025;domingo;13:00:00;PR;376;512;PONTA GROSSA;Sim;Ausência de reação do condutor;2;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1174499;Camioneta;FORD/ECOSPORT FSL1.6FLEX;2010;Passageiro;Lesões Graves;9;Masculino;0;0;1;0;-25,25986852;-49,98092888;SPRF-PR;DEL03-PR;UOP04-DEL03-PR
653335;1470024;05/01/2025;domingo;13:00:00;PR;376;512;PONTA GROSSA;Sim;Ausência de reação do condutor;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1174499;Camioneta;FORD/ECOSPORT FSL1.6FLEX;2010;Passageiro;Lesões Leves;15;Feminino;0;1;0;0;-25,25986852;-49,98092888;SPRF-PR;DEL03-PR;UOP04-DEL03-PR
653335;1470020;05/01/2025;domingo;13:00:00;PR;376;512;PONTA GROSSA;Sim;Ausência de reação do condutor;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1174499;Camioneta;FORD/ECOSPORT FSL1.6FLEX;2010;Passageiro;Lesões Graves;9;Masculino;0;0;1;0;-25,25986852;-49,98092888;SPRF-PR;DEL03-PR;UOP04-DEL03-PR
653358;1470084;05/01/2025;domingo;16:15:00;PR;277;631,7;CEU AZUL;Sim;Ultrapassagem Indevida;2;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;1174547;Automóvel;I/RENAULT FLUENCE PRI20A;2011;Passageiro;Lesões Leves;14;Feminino;0;1;0;0;-25,1191791;-53,80080296;SPRF-PR;DEL05-PR;UOP02-DEL05-PR
653358;1470084;05/01/2025;domingo;16:15:00;PR;277;631,7;CEU AZUL;Sim;Ultrapassagem Indevida;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;1174547;Automóvel;I/RENAULT FLUENCE PRI20A;2011;Passageiro;Lesões Leves;14;Feminino;0;1;0;0;-25,1191791;-53,80080296;SPRF-PR;DEL05-PR;UOP02-DEL05-PR
653429;1470280;06/01/2025;segunda-feira;03:30:00;PR;277;39;MORRETES;Sim;Curva acentuada;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Curva;Não;1174670;Automóvel;FIAT/UNO WAY 1.0;2011;Passageiro;Lesões Leves;10;Feminino;0;1;0;0;-25,571233;-48,817137;SPRF-PR;DEL01-PR;UOP05-DEL01-PR
653429;1470279;06/01/2025;segunda-feira;03:30:00;PR;277;39;MORRETES;Sim;Curva acentuada;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Curva;Não;1174670;Automóvel;FIAT/UNO WAY 1.0;2011;Passageiro;Lesões Leves;11;Feminino;0;1;0;0;-25,571233;-48,817137;SPRF-PR;DEL01-PR;UOP05-DEL01-PR
653607;1470729;06/01/2025;segunda-feira;23:54:00;PR;116;75;QUATRO BARRAS;Sim;Objeto estático sobre o leito carroçável;2;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Não;1175012;Automóvel;FIAT/ARGO DRIVE 1.0;2024;Passageiro;Ileso;14;Masculino;1;0;0;0;-25,37129423;-49,04588263;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
653607;1470729;06/01/2025;segunda-feira;23:54:00;PR;116;75;QUATRO BARRAS;Sim;Objeto estático sobre o leito carroçável;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Não;1175012;Automóvel;FIAT/ARGO DRIVE 1.0;2024;Passageiro;Ileso;14;Masculino;1;0;0;0;-25,37129423;-49,04588263;SPRF-PR;DEL01-PR;UOP02-DEL01-PR
653721;1471080;07/01/2025;terça-feira;17:00:00;PR;277;137;BALSA NOVA;Sim;Demais falhas mecânicas ou elétricas;3;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Curva;Não;1175244;Automóvel;RENAULT/SANDERO AUTH 10;2015;Passageiro;Lesões Leves;5;Masculino;0;1;0;0;-25,46865;-49,629322;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
653721;1471079;07/01/2025;terça-feira;17:00:00;PR;277;137;BALSA NOVA;Sim;Demais falhas mecânicas ou elétricas;3;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Curva;Não;1175244;Automóvel;RENAULT/SANDERO AUTH 10;2015;Passageiro;Lesões Leves;9;Feminino;0;1;0;0;-25,46865;-49,629322;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
653721;1471080;07/01/2025;terça-feira;17:00:00;PR;277;137;BALSA NOVA;Sim;Demais falhas mecânicas ou elétricas;2;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Curva;Não;1175244;Automóvel;RENAULT/SANDERO AUTH 10;2015;Passageiro;Lesões Leves;5;Masculino;0;1;0;0;-25,46865;-49,629322;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
653721;1471079;07/01/2025;terça-feira;17:00:00;PR;277;137;BALSA NOVA;Sim;Demais falhas mecânicas ou elétricas;2;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Curva;Não;1175244;Automóvel;RENAULT/SANDERO AUTH 10;2015;Passageiro;Lesões Leves;9;Feminino;0;1;0;0;-25,46865;-49,629322;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
653721;1471080;07/01/2025;terça-feira;17:00:00;PR;277;137;BALSA NOVA;Sim;Demais falhas mecânicas ou elétricas;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Curva;Não;1175244;Automóvel;RENAULT/SANDERO AUTH 10;2015;Passageiro;Lesões Leves;5;Masculino;0;1;0;0;-25,46865;-49,629322;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
653721;1471079;07/01/2025;terça-feira;17:00:00;PR;277;137;BALSA NOVA;Sim;Demais falhas mecânicas ou elétricas;1;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Curva;Não;1175244;Automóvel;RENAULT/SANDERO AUTH 10;2015;Passageiro;Lesões Leves;9;Feminino;0;1;0;0;-25,46865;-49,629322;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
653728;1471044;07/01/2025;terça-feira;13:55:00;PR;277;508,2;GUARANIACU;Não;Velocidade Incompatível;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Aclive";Não;1175230;Utilitário;MMC/ASX HPES AWD;2019;Passageiro;Lesões Leves;11;Feminino;0;1;0;0;-25,12868099;-52,73870599;SPRF-PR;DEL04-PR;UOP04-DEL04-PR
